comment,language,platform,label
বড় একটা অংশ ৫ই আগষ্টে বিকেল বেলায় থানা আক্রমণ ও লুট করতে গিয়ে মারা গিয়েছিলো।,Bangla,Facebook,Negative
আপনারা নিজেরাই মেরে আবার দোষ দিচ্ছেন না তো কারণ আপনাদের তো স্বভাব সেকাল থেকেই।,Bangla,Facebook,Negative
হিন্দু সব সময় অত্যাচারিত এই দেশে। আওয়ামিলীগ আর বিএনপি নাই তাতে। গত ১৬ বছরে হিন্দু অত্যাচারের কোনো খবর এই আওয়ামী পেইজে দেখি নাই এখন শুধু হিন্দু অত্যাচারের পোস্ট দিচ্ছে। এই বাংলাদেশে হিন্দু সবসময় অত্যাচারিত আর সব সময় সংখ্যালঘুদের ব্যবহার করা হয়েছে।,Bangla,Facebook,Negative
আওয়ামী লীগ এখন তাদের বাবা হিন্দুদেরকে ঢাল হিসেবে ব্যবহার করে নাটক করছে।,Bangla,Facebook,Positive
হিন্দুরা বুঝতে পারেননি আওয়ামী লীগের জন্ম সঠিক নয়,Bangla,Facebook,Positive
"দেশে চলছে জঙ্গিপনা, মানুষের জানমালের নিরাপত্তা নেই।",Bangla,Facebook,Negative
একটা দুঃশাসনের রাজত্ব চলছে। বাংলাদেশের মানুষকে ধংস করে ছাড়বে।,Bangla,Facebook,Negative
"এই ধরনের সস্থা নাটক এ হবে না,আরো সুন্দর করে করতে হবে, মানুষ এখন আগের মতো বোকা নেই। ",Bangla,Facebook,Positive
প্রশাসন নিরব ভুমিকা পালন করছেন।,Bangla,Facebook,Negative
বাংলাদেশের সংখ্যালঘু মানুষরা ভালো নেই ,Bangla,Facebook,Negative
"এরা সংখ্যালঘু নয়,এর হচ্ছে খুনি হাসিনার দোসর।",Bangla,Facebook,Positive
আওয়ামীলীগ নিজেই সংখ্যালগু এখন হিন্দুদের উপর ভর করে চলছে। ,Bangla,Facebook,Positive
আর কত রক্ত ঝরবে ভালো নাই বাংলাদেশ।,Bangla,Facebook,Positive
"যৌবনে প্রথম প্রেম, বাংলাদেশ ছাত্রলীগ ৭৭ তম প্রতিষ্ঠাবার্ষিকী সফল হোক। জয় বাংলা",Bangla,Facebook,Negative
কিসের দুর্বৃত্ত বিএনপি জামাতের ক্যাডার।,Bangla,Facebook,Negative
গুজব ছড়ানো ছাড়া আর কাজ নাই,Bangla,Facebook,Positive
আজ প্রায় ৫ মাস হয়ে গেছে কারোর ব্যাগের পকেট থেকে পুলিশ ইয়াবা উদ্ধার করে না। এটা কি মানা যায়? এভাবে কি একটা দেশ চলতে পারে?,Bangla,Facebook,Positive
আওয়ামী লীগ এইসব হিন্দু নির্যাতনের প্রতিবাদ কেন করে না?,Bangla,Facebook,Positive
বাহ রাজনৈতিক আর চাকরি ক্ষেত্রে ১০০% জাতীয়তা আর কিছু হলে সংখ্যা লঘু,Bangla,Facebook,Positive
চোর গৃহস্থকে হুমকি দেওয়ার মত,Bangla,Facebook,Positive
"তারা জীবনে কোনোদিন পাকিস্তান যায় নাই, তারপরও তারা পাকিস্তানি। আর তোমরা ভারত পালিয়ে গেছ, এবং বাংলাদেশ কে ভারতের কাছে বিক্রি করে দিয়েছ, তোমরা দেশ প্রেমিক।",Bangla,Facebook,Positive
দালালদের বিরুদ্ধে যুদ্ধ,Bangla,Facebook,Positive
তুই পাকিস্তানের নষ্ট বীর্যের সৃষ্টি।,Bangla,Facebook,Negative
মুজিবের বাংলায় রাজাকারের ঠাই নাই,Bangla,Facebook,Negative
সারাদিন হাত পেতে ইন্ডিয়া থেকে খাদ্য পণ্য নিয়ে আসিস আবার ইন্ডিয়ার সাথে যুদ্ধ মারাইতে আসছিস,Bangla,Facebook,Negative
"এরা তু দিব্বি বাংলাদেশে অবস্থান করতাছে, আর তুমরা তো হিন্দুস্থান বসবাস করতেছো। ",Bangla,Facebook,Positive
ভারতের দালাল ও ভারতের বিরুদ্ধে,Bangla,Facebook,Positive
ভারতের দালাল হলো আওয়ামী লীগ,Bangla,Facebook,Positive
ফ্যসিস্ট বাকশালি লীগের বিরুদ্ধে যুদ্ধ।,Bangla,Facebook,Positive
বঙ্গবন্ধুর বাংলায় পাকিস্তানের ঠাই নাই জয় বাংলা,Bangla,Facebook,Negative
ভারত যাও দালাল বাহিনী,Bangla,Facebook,Positive
বাংলাদেশে কোনো রেন্ডিয়ার দালালের ঠাই নাই,Bangla,Facebook,Positive
একমাত্র আপনিই বাস করবেন দেশে!,Bangla,Facebook,Neutral
আসেন প্লিজ। পালালেন কেন?,Bangla,Facebook,Positive
এই যুদ্ধে ওরাই পরাজিত হবে। ,Bangla,Facebook,Positive
তাইলে ইন্ডিয়ায় পাঠিয়ে দেওয়া হোক,Bangla,Facebook,Positive
সে জন্যই তো ভারতে গিয়ে পালিয়ে আছে!,Bangla,Facebook,Positive
ইন্ডিয়া বাদি রাজনৈতিক বন্ধ কর।,Bangla,Facebook,Positive
অন্যায়ের বিরুদ্ধে যুদ্ধের কথা বলা হয়েছে,Bangla,Facebook,Positive
খুব দ্রুত সময়ের মধ্যে এদের জনগন বিতাড়িত করবে ইনশাআল্লাহ।,Bangla,Facebook,Positive
যুদ্ধ ফেরাউন বাহিনী ভারতের দালালদের বিরুদ্ধে।,Bangla,Facebook,Positive
এই ভুল আপনাদের আর বিএনপির,Bangla,Facebook,Negative
"বাংলাদেশের নাগরিকদের বাঁচার অধিকার নিয়ে কথা বলার সাহস হয় কি করে? খুনি কোথাকার, স্বাধীনতা চোরদের গলায় এগুলো মানায় না।",Bangla,Facebook,Positive
বিএনপি +আওয়ামী লীগ। নির্মূল করার যুদ্ধ।,Bangla,Facebook,Positive
চাটুকারিতা দের বিরুদ্ধে,Bangla,Facebook,Positive
মনে হয় গনহত্যাকারীদের বিরুদ্ধে যুদ্ধের কথা বলতেছে।না হয় যারা দেশকে ইন্ডিয়ার অংগরাজ্য বানাতে চেয়েছিল তাদের বিরুদ্ধে বলতেছে।না হয় যারা সেনাবাহিনীর চোকস অফিসারদের মেরেছে তাদের বিরুদ্ধে যুদ্ধের কথা বলতেছে।,Bangla,Facebook,Positive
যাদের এই কথায় জ্বলতেছে তারা মনে হয় এই কুকাম গুলো করেছিল।,Bangla,Facebook,Positive
শিবিরও দেখা যাচ্ছে ছাএলীগের আদর্শ পালন করতেছে।,Bangla,Facebook,Negative
এই দেশবিরোধী এদেরকে পালন করেছে বিএনপি যেমন ছাত্রশিবিরের পালনকারী ছাত্রলীগ।  দুঃখজনক। ,Bangla,Facebook,Negative
"শাহবাগী,বাকশাল কায়েম কারীদের বিরুদ্ধে যুদ্ধ। আওয়ামী ফ্যাসিজমের বিরুদ্ধে যুদ্ধ। ",Bangla,Facebook,Positive
ফ্যাসিস্ট বাকশালি উৎখাতের যুদ্ধ,Bangla,Facebook,Positive
ইন্ডিয়ার দালালের বিরুদ্ধে যুদ্ধ ঘোষণা,Bangla,Facebook,Positive
মুজিবের বাংলায় রাজাকারের ঠাই নাই,Bangla,Facebook,Negative
ফ্যসিস্ট বাকশালি লীগের বিরুদ্ধে যুদ্ধ। ,Bangla,Facebook,Positive
তোদের পঁচা মাথার বিরুদ্ধে,Bangla,Facebook,Positive
১৭ বছর জামাত আর শিবিরের টেবলেট খাইতে খাইতে এখনো তোমাদের আমাষা ভালো হয় নাই আর মরন পর্যন্ত হবেও না,Bangla,Facebook,Negative
তোর মার অধিকার নেই এজন্য পালিয়ে গেছে মুদির কাছে।,Bangla,Facebook,Positive
ছাত্র লীগের বিরুদ্ধে যুদ্ধ,Bangla,Facebook,Positive
"ক্ষমা করলে আবারো আমাদের ভবিষ্যৎ প্রজন্ম ১৫ আগষ্ট , ৫ আগষ্টের মতন পরিস্থিতির স্বীকার হবে ।",Bangla,Facebook,Positive
জান্নাত বিক্রেতা অনেক কিছুই বলতে পারে! ইসলামের মোনাফেক,Bangla,Facebook,Negative
পাকি জারজদের বাংলায় ঠাঁই হবে না- ইনশাআল্লাহ,Bangla,Facebook,Negative
২৪ এর হাজার হাজার মানুষ খুন করেছে যারা তাদের অধিকার আছে? ,Bangla,Facebook,Positive
টাকা পাচার কারীদের বিরুদ্ধে,Bangla,Facebook,Positive
তোগো আব্বার দেশ তোরা থাক,Bangla,Facebook,Negative
এদেশে আর কোন ভারতীয়  দের দেশ বিরুধী ষড়যন্ত্র করার সুযোগ দিবোনা।,Bangla,Facebook,Positive
এ দেশের জনগণ সেটার উওর দীবে?,Bangla,Facebook,Neutral
এ দেশে মানুষ কে আর বোকা বানানো যাবেনা।,Bangla,Facebook,Positive
ছাত্রলীগ এসেছে রাজপথ জেগেছে।,Bangla,Facebook,Negative
ভারতীয় দালালদের বিরুদ্ধে যুদ্ধ।কথা ক্লিয়ার।,Bangla,Facebook,Positive
গত ২৪ সালের সেরা মুহূর্ত আপা পালিয়ে গেছে,Bangla,Facebook,Positive
ভারতীয় দালালদের বিরুদ্ধে দেশব্যাপী যুদ্ধ চলছে চলবে।,Bangla,Facebook,Positive
আমরা না বল্লে কি হবে। ওরাই এই দেশে থাকবে ইতিহাস এটাই বলে,Bangla,Facebook,Negative
ইনারাই আগামীদিনের ভবিষ্যৎ,Bangla,Facebook,Positive
এরা বাংলাদেশের অবৈধ নাগরিক,Bangla,Facebook,Negative
ভারতেদের অধিকার আছে এখানে। ,Bangla,Facebook,Negative
এই কারনেই আপনারা মামার বাড়ি আর গর্তে বসবাস করেন!,Bangla,Facebook,Negative
গুষ্টী ধরে ইউক্রেন পাঠানো দরকার এসব নোংরা ফিতনাবাজদের!,Bangla,Facebook,Negative
আওয়ামী লীগ নামের সন্ত্রাসের বিরুদ্ধে,Bangla,Facebook,Positive
আপনাদের আছে আসেন!,Bangla,Facebook,Neutral
ভারতের জারজদের বিরুদ্ধে যুদ্ধ।,Bangla,Facebook,Positive
ফাউল কথা বলে কি লাভ।,Bangla,Facebook,Neutral
ইনশাআল্লাহ এই জিহাদ জামাত বিএনপি সব এক। তাছাড়া বাংলাদেশ এ থাকার সবার অধিকার আছে। ,Bangla,Facebook,Neutral
কম্বল চোরের বিরুদ্ধে যুদ্ধ,Bangla,Facebook,Positive
চুপ থাক ভারতীয় মাল,Bangla,Facebook,Positive
জামাত শিবির মানেই ইসলাম ধ্বংসকারী,Bangla,Facebook,Negative
ফ্যাসিস্ট দুর্নীতিবাজ ভারতের দালালদের বিরুদ্ধে।,Bangla,Facebook,Positive
এই যুদ্ধ হবে বর্তমান শিক্ষা ব্যবস্থার বিরুদ্ধে,Bangla,Facebook,Negative
"একাত্তরের হাতিয়ার ,গর্জে উঠো আরেকবার",Bangla,Facebook,Negative
আওয়ামী লীগ বাংলাদেশ থেকে তাড়াতে হবে। ইসলামের চির শত্রু হিন্দুদের বন্ধু তোমরা সবাই তোমার মা হাসিনার সাথে ইন্ডিয়া চলে যাও। ,Bangla,Facebook,Positive
ভারতে ভিসা নিয়ে যাওয়া উচিত একেবারে আপার মতোন,Bangla,Facebook,Negative
গণহত্যাকারীদের বিরুদ্ধে যুদ্ধ,Bangla,Facebook,Positive
মুদ্রার এপিঠ ওপিঠ আর কত যুগ দেখব?,Bangla,Facebook,Neutral
পাকিস্তানিদের অধিকার আছে কিনা জানিনা।,Bangla,Facebook,Neutral
তবে খুনিদের বাংলাদেশে বসবাস করার অধিকার নেই।,Bangla,Facebook,Positive
বিশ্বের মধ্যে সবচেয়ে ভালো মানুষ,Bangla,Facebook,Neutral
খুব শান্ত মনে হয় এ-ই সেই মুরব্বি  ,Bangla,Facebook,Neutral
আমি বুঝি নাহ একটা লোক এতো লোক মারার পরও কেন মানুষ তাকে চায়,Bangla,Facebook,Positive
এই হলো দাজ্জাল এর যোগে আমরা চলে আসছি। কারন দাজ্জাল ও এতো অপরাধ করে মানুষ এর কাছে ভালো মানুষ সাজবে। ,Bangla,Facebook,Positive
রাইট তারাই পরিকল্পিত ভাবে আগুন লাগিয়েছে,Bangla,Facebook,Negative
পাপে কিন্ত ছাড়েনা বাপেরে! আর সত্য কে নাকি ঢেকে রাখা যায় না কিছুতে! তাই তোমরা ৫৪ বছরের স্বাধীনতা অর্জন করা বাংলাদেশটাকে নিয়ে যে সমস্ত ষড়যন্ত্র করছো সেটা মহান সুবহানাল্লাহ তায়ালা কোনো দিনেই সফল হতে দিবেনা।,Bangla,Facebook,Negative
"আ'লীগ মিথ্যা ও গুজবকে একটা শিল্পে পরিনত করে ফেলেছে, কিন্তু তারা আদৌ জানে না যে, এই মিথ্যে আর গুজবের জন্য তারা গনবিরোধী আর গনবিচ্চিন্ন হয়ে দেশ ছাড়া হয়েছে।",Bangla,Facebook,Positive
সন্ত্রাসী ক্ষমতা পেয়ে জনগণের বহুত কষ্টের টাকার অর্থ সম্পদ ক্রিমিনাল হিংস্র মনোভাব নিয়ে লুটপাট করে জ্বালিয়ে পুড়িয়ে ধ্বংস করে দিল সন্ত্রাসী সরকার। ,Bangla,Facebook,Negative
"কিছু লোক আছে যারা সত্য শুনবে, সত্য দেখবে, সত্য বুঝবে কিন্তু তবুও মুখে সত্যকে অস্বীকার করবে! আসলে এদের জন্মই যেন আজন্মের পাপ!",Bangla,Facebook,Positive
সচিবালার ঘটনা যেই করে থাকুক আল্লাহ থেকে তার শাস্তি হওয়া উচিত,Bangla,Facebook,Neutral
নিজেরা যেমন ২১ শে আগস্টের গ্রেনেড হামলা পরিকল্পিত ভাবে করেছেন ঠিক তেমন সকলকে মনে হয়,Bangla,Facebook,Positive
এসবকিছুর বিচার করা হবে,Bangla,Facebook,Positive
নিজেদের আমলে এভাবে বাক স্বাধীনতা দিয়ে দেখতে।,Bangla,Facebook,Positive
এরা তো আপনাদের দেখানো পথেই হাঁটছে।,Bangla,Facebook,Positive
আগুন লাগার সাথে সাথেই আমরা এটা জানি এবং বুঝি। এ দেশের সচেতন জন গণ বুঝে। ,Bangla,Facebook,Positive
তুমি রিয়ালিটি মাইনা নাও! কারণ ১২ টা তোমার বেজে গেছে!,Bangla,Facebook,Positive
তোরা নিজের দোষ অন্যের ঘাড়ে চাপাতে এক্সপার্ট। নিজের দুর্নীতি ঢাকতে সচিবালয় সব ফাইল পুড়িয়ে দিয়ে এখন আরেকজনের ঘরে দোষ চাপাও। এইতো তোরা গুজব লীগ।,Bangla,Facebook,Positive
"এস আলম এতো টাকা কিভাবে পাচার করলো এটার একটা অনুসন্ধান রিপোর্ট দিবেন। আওয়ামী আমলে ঘটা সব অভিযোগ এর তদন্ত রিপোর্ট দিন, এখন কি হচ্ছে এসব না দিলেও চলবে। আমরা আগে কিভাবে সাগর চুরি হয়েছে তা জানতে চাই। এখন কিভাবে পুকুর চুরি হচ্ছে তা জানার ইচ্ছে নেই।",Bangla,Facebook,Positive
কেন ভাই পুকুর চুরির জানার ইচ্ছে নেই কেন? পুকুর চুরির মাধ্যমেই তো সাগর চুরি হয়। ,Bangla,Facebook,Neutral
"এখন মানুষের মধ্যে সচেতনতা বিদ্যমান। মানুষ এখন অনেক কিছুই বুঝতে শিখেছে। তাই আওয়ামীলীগ এর উচিৎ নিজেদের বিরুদ্ধে উঠা অভিযোগ আগে ক্লিয়ার করা। এখন যারা আছেন তাদের দ্বারা সাগর চুরি সম্ভব নয়। রাজনৈতিক দল ছাড়া খাল,বিল, নদি, নালা, সাগর ইত্যাদি চুরি সম্ভব নয়।",Bangla,Facebook,Neutral
এদেশে যত ক্ষতি হয়েছে তার সকল দায়ভার ড.ইউনুসের।সকল স্হাপনা মেরামতের জন্য ইউনুস টাকা প্রদান করবে এবং প্রদান করতে বাধ্য।সকলে আওয়াজ তুলুন।,Bangla,Facebook,Negative
সকাল বিকাল সরকার বর্তমান বাংলাদেশ সরকার। যখন যায় মন চায় তাই বলে যাচ্ছে,Bangla,Facebook,Negative
আলেমদের উপর জুলুমের স্টিম রোলার চালিয়েছ।,Bangla,Facebook,Negative
সবাইকে নিজের মতো মনে করেন!,Bangla,Facebook,Neutral
"তোদেরকে বলে ছিলাম আল্লাহ ছাড় দেন,কিন্তু ছেড়ে দেন না।",Bangla,Facebook,Positive
ছাত্রলীগ চুপ করা ভাল।১৬ বছর অনেক চুরি করেছ। ,Bangla,Facebook,Positive
"শিক্ষা,শান্তি,প্রগতি'র ধারক ও বাহক সংগঠন বাংলাদেশ ছাত্রলীগ ",Bangla,Facebook,Negative
বাংগালী এখনো মুসলমান হয়নি,Bangla,Facebook,Negative
সচিবালয়ে আগুন লাগার ঘটনাটা পুরাটাই উপদেষ্টাদের সাজানো নাটক.,Bangla,Facebook,Negative
ক্ষমতা হারিয়ে এখন পাগল হয়ে গেছে আওয়ামী লীগ আর কত বোকা বানাবে সাধারণ জনগণকে,Bangla,Facebook,Positive
এতে কোন সন্দেহ আছে কি?,Bangla,Facebook,Neutral
নাটকটা জুনায়েদ আহমেদ পলকের মত হয়ে গেলো।ইন্টারনেট বন্ধ করি নাই বন্ধ হয়ে গেছে। আর নথি পুড়েও পুড়লো না,Bangla,Facebook,Positive
সবকিছু হিসাব নেয়া হবে শুধু সময়ের অপেক্ষা মাএ,Bangla,Facebook,Positive
"স্পষ্ট, পানির মতো পরিষ্কার এটা তাদের পরিকল্পিত",Bangla,Facebook,Negative
দেশ বিরোধী ষড়যন্ত্র কারীদের ষড়যন্ত্রের একটি অংশ সচিবালয়ের আগুন তথ্য প্রমান লোপাট করার উদ্দেশ্য ই এই জঘন্য নোংরা ঘটনা ঘটানো হয়েছে,Bangla,Facebook,Positive
ক্ষমতায় গেলে দেখি সবাই আওয়ামীলীগের মতো হয়ে যায় কেনো  ,Bangla,Facebook,Negative
যদি তাই প্রকাশ হয় তাহলে আওয়ামী লীগ এই সিম্পল হিসাব টা কেনো বুঝতেছে না? এরা না কি আবার পুরানো রাজনৈতিক দল।,Bangla,Facebook,Positive
যে উদ্দেশ্য কে বা কারা এটি ঘটিয়েছে তাদের নাকের ডগাই পানি রাখতেই এরকম তথ্য প্রকাশ করা হচ্ছে।,Bangla,Facebook,Positive
আপা থাকলে এমন হতো না।,Bangla,Facebook,Negative
তাইলে আওয়ামী লীগ যেটা বলেছিল নথি পূড়েছে সেটা মিথ্যা। ,Bangla,Facebook,Positive
"ক্ষমতা হারানো বেদনা আমরা বুঝি, জ্বালা রে জ্বালা অন্তরে জ্বালা!",Bangla,Facebook,Positive
জনগণ বুঝে গেছে ডক্টর ইউনুস ও উপদেষ্টা জড়িত।,Bangla,Facebook,Negative
ইউনুস গং এর মেটিকিউলাস ডিজাইনের অংশ সচিবালয়ের আগুন কান্ড এটা সুস্পষ্ট,Bangla,Facebook,Negative
এই সকল সন্ত্রাসীদের আইনের আওতায় আনা হবে ইনশাআল্লা,Bangla,Facebook,Positive
"স্বাধীনতা বিরোধী জঙ্গি রাষ্ট্র দেশদ্রোহী আন্তর্জাতিক ষড়যন্ত্রকারী জামাত শিবির মৌলবাদী, বাংলার শীর্ষ সন্ত্রাসীদের গডফাদার সমন্বয়কদের পরিকল্পনামতে সচিবালয় অগ্নিসংযোগ চালিয়েছে। এদের সকলের বিরুদ্ধে রাষ্ট্রীয় শৃংখলা বঙ্গ এবং সকল সহিংসতা ভাঙচুর অগ্নিসংযোগ লুটপাট গুম খুন দায়ে অতি অবিলম্বে এদেরকে গ্রেফতার করে কঠোর ব্যবস্থার দাবি জানাচ্ছি জয় বাংলা। ",Bangla,Facebook,Negative
ইনুচের সরাসরি নির্দেশে সমন্বয়কদের দিয়ে সচিবালয়ে আগুন লাগানো হয়েছে।,Bangla,Facebook,Negative
সব আওয়ামী লীগের নাটক,Bangla,Facebook,Positive
আসলে আওয়ামী লীগের জন্মের ঠিক নাই,Bangla,Facebook,Positive
এই সন্ত্রাসীদের উপযুক্ত শাস্তি পেতে হবে।,Bangla,Facebook,Positive
ওরা দেশটাকে জ্বালিয়ে খার খার করে দিয়েছে।,Bangla,Facebook,Positive
গরিব মানুষ বাজারে এখনো ঠিকমতো খাবার কিনে খেতে পারেনা? ওদের উপযুক্ত শাস্তি হোক,Bangla,Facebook,Positive
"ওরে বাটপার তোরা করে এখন ইউনুস এর দোষ, তোরা যে বাংলাদেশের প্রথম শত্রু এটাই তার প্রমাণ। ",Bangla,Facebook,Positive
"দেয়ালে দেয়ালে 'জয় বাংলা' লিখে যদি ক্ষমতার স্বপ্ন দেখা যায়, তাহলে এতদিনে 'কলিকাতা হারবাল' এ দেশ চলতো।",Bangla,Facebook,Positive
আমি পাকুন্দিয়ার মানুষ অথচ কোথাও দেখলাম না পাকুন্দিয়াতে জয় বাংলা লেখা,Bangla,Facebook,Positive
আওয়ামী লীগ সরকার বার বার দরকার এখন জনগণ বুঝে গেছে জয় বাংলা,Bangla,Facebook,Negative
বাংলাদেশ ছাত্রলীগের ৭৭ তম প্রতিষ্ঠাবার্ষিকী উপলক্ষে বরিশাল মহানগর ছাত্রলীগের আনন্দ মিছিল।,Bangla,Facebook,Negative
আজ ৪ঠা জানুয়ারী গৌরব ঐতিহ্য সংগ্রাম ও সাফল্যের ৭৭ বছর প্রিয় সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Negative
আমার প্রাণের সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Negative
গৌরবের এই ছাত্রলীগ ঐতিহাসিক সেই প্রাণের সংগঠন শুভ জন্মদিন জয় বাংলা জয় বঙ্গবন্ধু,Bangla,Facebook,Negative
"সারা বাংলায় ছড়িয়ে পরুক, এই স্লোগান জয় বাংলা জয় বঙ্গবন্ধু। ",Bangla,Facebook,Negative
আওয়ামী ধর্ম আর মুসলিম ধর্ম আলাদা!,Bangla,Facebook,Positive
আওয়ামী লীগের ধর্ম মুজিদবাদী,Bangla,Facebook,Positive
"আওয়ামী লীগের কালেমা জয় বাংলা, জয় বঙ্গবন্ধু।",Bangla,Facebook,Positive
"ছাত্রলীগকে কেউ সাহস দেয় না,",Bangla,Facebook,Negative
যারা সাহস নিয়ে জন্মায় তারাই ছাত্রলীগ করে।,Bangla,Facebook,Negative
রক্ত দিয়ে ইতিহাস লেখা একটি সাহসী সংগঠনের নাম বাংলাদেশ ছাত্রলীগ,Bangla,Facebook,Negative
"বিদ্যার সঙ্গে বিনয়, শিক্ষার সঙ্গে দীক্ষা, কর্মের সঙ্গে নিষ্ঠা, জীবনের সঙ্গে দেশপ্রেম এবং মানবীয় গুণাবলির সংমিশ্রণ ঘটিয়ে বাংলাদেশ ছাত্রলীগ অতিক্রম করেছে পথচলার ৭৭ বছর।",Bangla,Facebook,Negative
উত্তাল রাজপথ থেকে লাল সবুজের পতাকায় বাংলাদেশ ছাত্রলীগের জন্ম,Bangla,Facebook,Negative
"গৌরব, ঐতিহ্য, লড়াই ও সংগ্রামের প্রতিষ্ঠান বাংলাদেশ ছাত্রলীগ। দেশ ও জাতির কঠিন সময়ে যে সংগঠন বাংলাদেশের সকল গণতান্ত্রিক আন্দোলনের নেতৃত্ব দিয়েছে। ",Bangla,Facebook,Negative
"আলোর পথে,আমরা দিশারী,হাতে হাত ধরে দেব পথ পাড়ি,গৌরব ঐতিহ্য,সংগ্রাম ও সাফল্যের ৭৭ বছর।",Bangla,Facebook,Negative
শুভ জন্মদিন বঙ্গবন্ধুর হাতে গড়া সংগঠন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Negative
শুভ জন্মদিন প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ  ,Bangla,Facebook,Negative
সকলকে জানাই মুজিবীয় শুভেচ্ছা ও অভিনন্দন।,Bangla,Facebook,Negative
"আজন্ম লালিত স্বপ্ন, যৌবনের প্রথম প্রেম, প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ।",Bangla,Facebook,Negative
প্রানের সংগঠন বাংলাদেশ ছাত্রলীগ.  ,Bangla,Facebook,Negative
ভাল থাকুক আবেগ ভালোবাসার প্রিয় সংগঠন।,Bangla,Facebook,Negative
"শিক্ষা শান্তি প্রগতির পতাকাবাহী দক্ষিণ এশিয়ার সর্ববৃহৎ ছাত্র সংগঠন, আমার প্রিয় সংগঠন, আমার আবেগ অনুভূতি জাগানো সংগঠন ""বাংলাদেশ ছাত্রলীগ""।",Bangla,Facebook,Negative
রাষ্ট্র ভাষা বাংলা চাই দাবি করা সংগঠন এর নাম বাংলাদেশ ছাত্রলীগ ,Bangla,Facebook,Negative
যতদিন এ দেহে আছে প্রাণ! ততদিন গেয়ে যাবো জয় বাংলার গান!,Bangla,Facebook,Negative
আপনি সুশীল আমি ছাত্রলীগ।,Bangla,Facebook,Negative
আমার অনেক দোষ আপনি নিস্পাপ। শুভ জন্মদিন বাংলাদেশ ছাত্রলীগ।,Bangla,Facebook,Negative
কোন রাষ্ট্র ছাত্রলীগকে জন্ম দেয়নি বরং একটি স্বাধীন রাষ্ট্রের জন্মের প্রয়োজনে বাংলাদেশ ছাত্রলীগ প্রতিষ্ঠা করা হয়েছিলো।,Bangla,Facebook,Negative
কম্বলের টাকা পরিশোধ করা হয়ছে?,Bangla,Facebook,Neutral
"লড়াই সংগ্রামের বাঁকে বাঁকে, নব নব সাফল্যের গৌরব গাঁথায় উদ্ভাসিত বঙ্গবন্ধুর হাতে গড়া সংগঠন বাংলাদেশ ছাত্রলীগের ৭৭ তম প্রতিষ্ঠা বার্ষিকীতে সবাইকে পুষ্পিত শুভেচ্ছা।",Bangla,Facebook,Negative
ভিক্ষুকের দল আওয়ামী লীগ,Bangla,Facebook,Positive
ইতিহাস এ প্রথম দল যে গর্তে লুকিয়ে প্রতিষ্ঠা বার্ষিকী পালন করছে ,Bangla,Facebook,Positive
খুব সুন্দর কমেন্ট। অনেক ধন্যবাদ।,Bangla,Facebook,Neutral
ধন্যবাদ আপনাদের বর্তমানে প্রতিটি গ্রামে সুশীল সমাজের দরকার,Bangla,Facebook,Neutral
আওয়ামী লীগ-বিএনপি একই গাছের দুই ফল,Bangla,Facebook,Neutral
আজাইরা জিনিস নিয়ে মাথা ঘামানোর অভ্যাসটা আমাদের আর গেল না। যত্ত সব ফালতু পোস্ট।,Bangla,Facebook,Neutral
আহারে বেচারা কতদিন না খেয়ে ছিল,Bangla,Facebook,Neutral
"বাংলাদেশের রাজনৈতিক সংস্কৃতি, আর ফ্যাসিবাদ এক জিনিস নয়, দুইটা আলাদা জিনিস।",Bangla,Facebook,Neutral
"বাংলাদেশে রাজনৈতিক সংস্কৃতি হলো দখল, চাঁদাবাজি, দূর্নীতি ও টেন্ডারবাজি।",Bangla,Facebook,Neutral
এগুলো নিয়ে অনেক আলাপ করতে হবে ।,Bangla,Facebook,Neutral
ফ্যাসিবাদ হলো আসল হুমকি ।,Bangla,Facebook,Positive
খারাপ সংস্কৃতি পরিবর্তনের জন্য স্মার্ট লোকদের রাজনীতিতে আসতে হবে ।,Bangla,Facebook,Neutral
পরিবর্তন এমনিতেই হয়ে যাবে ।,Bangla,Facebook,Neutral
প্রত্যেকেই তার অস্তিত্ব টিকিয়ে রাখার রাজনীতি করে ।,Bangla,Facebook,Neutral
দূর্বার আন্দোলন এদের দ্বারা হবে না। বরং সম্মানিত নেতাদের সম্মানহানি ছাড়া এরা কোন কাজেই লাগে না।,Bangla,Facebook,Neutral
"ম্যানারলেস কর্মী সমর্থন নিয়েই এদেশের রাজনৈতিক চাপাবাজ রা ক্ষমতায় এসে দাবী করে যে আমরা জনগণের সরকার, আমরা জনমতের সরকার!",Bangla,Facebook,Neutral
কিন্তু আদতে এরা কি আসলেই জনমত নাকি দেশ ও জাতির জন্য বিষফোঁড়া তা উপলব্ধি করার আদর্শ সময় মনে হয় এখনই।,Bangla,Facebook,Neutral
পুলিশের জীবনের শিক্ষা হয়েছে। আর কখনো ছাত্রদের বিরুদ্ধে যাবে না।,Bangla,Facebook,Positive
মানুষ পুলিশ হতে পারে কিন্তু পুলিশ কখনোই মানুষ হতে পারে না।,Bangla,Facebook,Positive
